Order,Order Date,Region,Channel,Category,Product,Customer Segment,Units,Unit Price,Discount,Revenue,Cost,Margin,Fulfilled,Returned,Delivery Days
8428,2024-01-10,West,Web,Outdoors,Camp Chair,Consumer,5,71.24,0.20,284.94,165.27,119.68,true,false,6
8429,2024-01-11,North,Store,Kitchen,Chef Pan,Small Business,1,43.88,0.00,43.88,24.13,19.75,true,false,4
8430,2024-01-12,South,Wholesale,Electronics,USB Hub,Enterprise,2,27.74,0.05,52.71,33.21,19.50,true,false,5
8431,2024-01-13,East,Web,Home,Desk Lamp,Consumer,19,32.77,0.10,560.39,291.41,268.99,true,false,3
8432,2024-01-14,West,Store,Home,Storage Bin,Small Business,17,17.50,0.20,237.99,111.85,126.13,true,false,1
8433,2024-01-15,North,Wholesale,Outdoors,Trail Bottle,Enterprise,5,23.99,0.00,119.96,52.78,67.18,false,false,2
8434,2024-01-16,South,Web,Outdoors,Camp Chair,Consumer,4,72.36,0.05,274.96,159.47,115.48,true,false,5
8435,2024-01-17,East,Store,Kitchen,Chef Pan,Small Business,3,46.30,0.10,125.00,68.75,56.25,true,false,2
8436,2024-01-18,West,Wholesale,Electronics,USB Hub,Enterprise,14,29.46,0.20,329.97,207.88,122.09,true,true,1
8437,2024-01-19,North,Web,Home,Desk Lamp,Consumer,1,31.92,0.00,31.92,16.60,15.32,true,true,8
8438,2024-01-20,South,Store,Home,Storage Bin,Small Business,1,17.10,0.05,16.25,7.64,8.61,true,false,2
8439,2024-01-21,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.08,0.10,20.77,9.14,11.63,true,false,2
8440,2024-01-22,West,Web,Outdoors,Camp Chair,Consumer,8,73.24,0.20,468.71,271.85,196.86,true,false,4
8441,2024-01-23,North,Store,Kitchen,Chef Pan,Small Business,2,43.37,0.00,86.75,47.71,39.04,true,false,2
8442,2024-01-24,South,Wholesale,Electronics,USB Hub,Enterprise,2,27.41,0.05,52.07,32.81,19.27,true,false,4
8443,2024-01-25,East,Web,Home,Desk Lamp,Consumer,1,31.67,0.10,28.50,14.82,13.68,true,false,2
8444,2024-01-26,West,Store,Home,Storage Bin,Small Business,4,18.32,0.20,58.64,27.56,31.08,true,false,5
8445,2024-01-27,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.81,0.00,23.81,10.47,13.33,true,false,5
8446,2024-01-28,South,Web,Outdoors,Camp Chair,Consumer,12,71.99,0.05,820.70,476.00,344.69,true,false,1
8447,2024-01-29,East,Store,Kitchen,Chef Pan,Small Business,10,44.63,0.10,401.68,220.92,180.76,true,false,2
8448,2024-01-30,West,Wholesale,Electronics,USB Hub,Enterprise,10,26.97,0.20,215.80,135.95,79.85,false,false,6
8449,2024-01-31,North,Web,Home,Desk Lamp,Consumer,2,32.70,0.00,65.40,34.01,31.39,true,false,1
8450,2024-02-01,South,Store,Home,Storage Bin,Small Business,17,18.20,0.05,293.97,138.17,155.80,false,false,1
8451,2024-02-02,East,Wholesale,Outdoors,Trail Bottle,Enterprise,9,23.85,0.10,193.17,84.99,108.17,true,false,2
8452,2024-02-03,West,Web,Outdoors,Camp Chair,Consumer,18,74.18,0.20,1068.16,619.53,448.63,true,false,1
8453,2024-02-04,North,Store,Kitchen,Chef Pan,Small Business,4,48.51,0.00,194.03,106.72,87.32,true,false,4
8454,2024-02-05,South,Wholesale,Electronics,USB Hub,Enterprise,2,27.98,,55.96,35.26,20.71,true,false,4
8455,2024-02-06,East,Web,Home,Desk Lamp,Consumer,14,33.67,0.10,424.23,220.60,203.63,true,false,3
8456,2024-02-07,West,Store,Home,Storage Bin,Small Business,1,18.24,0.20,14.59,6.86,7.73,true,false,6
8457,2024-02-08,North,Wholesale,Outdoors,Trail Bottle,Enterprise,21,24.48,0.00,514.07,226.19,287.88,false,false,3
8458,2024-02-09,South,Web,Outdoors,Camp Chair,Consumer,15,72.78,0.05,1037.11,601.52,435.59,true,false,6
8459,2024-02-10,East,Store,Kitchen,Chef Pan,Small Business,1,46.96,0.10,42.27,23.25,19.02,true,false,5
8460,2024-02-11,West,Wholesale,Electronics,USB Hub,Enterprise,8,26.49,0.20,169.53,106.80,62.73,false,false,4
8461,2024-02-12,North,Web,Home,Desk Lamp,Consumer,1,32.46,0.00,32.46,16.88,15.58,true,false,4
8462,2024-02-13,South,Store,Home,Storage Bin,Small Business,18,18.96,0.05,324.25,152.40,171.85,true,false,1
8463,2024-02-14,East,Wholesale,Outdoors,Trail Bottle,Enterprise,2,24.22,0.10,43.59,19.18,24.41,true,false,6
8464,2024-02-15,West,Web,Outdoors,Camp Chair,Consumer,2,72.12,0.20,115.39,66.93,48.46,true,false,4
8465,2024-02-16,North,Store,Kitchen,Chef Pan,Small Business,15,48.60,0.00,728.98,400.94,328.04,true,false,4
8466,2024-02-17,South,Wholesale,Electronics,USB Hub,Enterprise,17,27.20,0.05,439.35,276.79,162.56,true,false,4
8467,2024-02-18,East,Web,Home,Desk Lamp,Consumer,17,31.71,0.10,485.22,252.32,232.91,true,false,2
8468,2024-02-19,West,Store,Home,Storage Bin,Small Business,14,16.92,0.20,189.50,89.07,100.44,true,false,1
8469,2024-02-20,North,Wholesale,Outdoors,Trail Bottle,Enterprise,7,24.33,0.00,170.34,74.95,95.39,true,false,1
8470,2024-02-21,South,Web,Outdoors,Camp Chair,Consumer,22,78.26,0.05,1635.59,948.64,686.95,true,false,4
8471,2024-02-22,East,Store,Kitchen,Chef Pan,Small Business,2,44.71,0.10,80.47,44.26,36.21,true,false,1
8472,2024-02-23,West,Wholesale,Electronics,USB Hub,Enterprise,20,28.65,0.20,458.35,288.76,169.59,true,false,6
8473,2024-02-24,North,Web,Home,Desk Lamp,Consumer,1,33.44,0.00,33.44,17.39,16.05,true,false,4
8474,2024-02-25,South,Store,Home,Storage Bin,Small Business,6,16.93,0.05,96.48,45.34,51.13,true,true,5
8475,2024-02-26,East,Wholesale,Outdoors,Trail Bottle,Enterprise,10,25.27,0.10,227.43,100.07,127.36,true,false,6
8476,2024-02-27,West,Web,Outdoors,Camp Chair,Consumer,14,73.78,0.20,826.33,479.27,347.06,true,false,5
8477,2024-02-28,North,Store,Kitchen,Chef Pan,Small Business,19,45.95,0.00,872.99,480.14,392.84,true,false,6
8478,2024-02-29,South,Wholesale,Electronics,USB Hub,Enterprise,14,27.28,0.05,362.85,228.60,134.26,true,false,4
8479,2024-03-01,East,Web,Home,Desk Lamp,Consumer,1,33.10,0.10,29.79,15.49,14.30,true,false,1
8480,2024-03-02,West,Store,Home,Storage Bin,Small Business,10,17.85,0.20,142.81,67.12,75.69,true,false,
8481,2024-03-03,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.55,0.00,23.55,10.36,13.19,true,false,2
8482,2024-03-04,South,Web,Outdoors,Camp Chair,Consumer,4,77.42,0.05,294.20,170.63,123.56,true,false,3
8483,2024-03-05,East,Store,Kitchen,Chef Pan,Small Business,15,47.87,0.10,646.24,355.43,290.81,false,false,2
8484,2024-03-06,West,Wholesale,Electronics,USB Hub,Enterprise,2,29.27,0.20,46.82,29.50,17.33,false,false,4
8485,2024-03-07,North,Web,Home,Desk Lamp,Consumer,17,31.47,0.00,535.00,278.20,256.80,true,false,5
8486,2024-03-08,South,Store,Home,Storage Bin,Small Business,1,18.96,0.05,18.01,8.47,9.55,true,false,4
8487,2024-03-09,East,Wholesale,Outdoors,Trail Bottle,Enterprise,19,24.18,0.10,413.46,181.92,231.54,true,false,2
8488,2024-03-10,West,Web,Outdoors,Camp Chair,Consumer,17,71.19,0.20,968.23,561.57,406.66,true,false,2
8489,2024-03-11,North,Store,Kitchen,Chef Pan,Small Business,21,44.12,0.00,926.59,509.62,416.97,true,false,4
8490,2024-03-12,South,Wholesale,Electronics,USB Hub,Enterprise,9,26.62,0.05,227.63,143.41,84.22,false,false,1
8491,2024-03-13,East,Web,Home,Desk Lamp,Consumer,20,32.24,0.10,580.34,301.77,278.56,true,false,1
8492,2024-03-14,West,Store,Home,Storage Bin,Small Business,4,17.24,0.20,55.17,25.93,29.24,true,false,6
8493,2024-03-15,North,Wholesale,Outdoors,Trail Bottle,Enterprise,13,22.57,0.00,293.42,129.10,164.31,true,false,2
8494,2024-03-16,South,Web,Outdoors,Camp Chair,Consumer,6,70.18,0.05,400.01,232.01,168.00,true,false,1
8495,2024-03-17,East,Store,Kitchen,Chef Pan,Small Business,1,43.35,0.10,39.01,21.46,17.56,true,false,1
8496,2024-03-18,West,Wholesale,Electronics,USB Hub,Enterprise,12,27.76,0.20,266.53,167.91,98.62,true,false,2
8497,2024-03-19,North,Web,Home,Desk Lamp,Consumer,8,32.73,0.00,261.86,136.17,125.69,true,false,6
8498,2024-03-20,South,Store,Home,Storage Bin,Small Business,9,18.49,0.05,158.05,74.28,83.77,true,false,2
8499,2024-03-21,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.90,0.10,21.51,9.47,12.05,true,false,5
8500,2024-03-22,West,Web,Outdoors,Camp Chair,Consumer,8,71.28,0.20,456.17,264.58,191.59,true,false,2
8501,2024-03-23,North,Store,Kitchen,Chef Pan,Small Business,4,46.44,0.00,185.76,102.17,83.59,true,false,3
8502,2024-03-24,South,Wholesale,Electronics,USB Hub,Enterprise,12,28.29,0.05,322.50,203.17,119.32,true,false,4
8503,2024-03-25,East,Web,Home,Desk Lamp,Consumer,2,30.13,0.10,54.24,28.21,26.04,true,false,3
8504,2024-03-26,West,Store,Home,Storage Bin,Small Business,1,18.71,0.20,14.97,7.04,7.93,true,false,3
8505,2024-03-27,North,Wholesale,Outdoors,Trail Bottle,Enterprise,9,23.36,0.00,210.26,92.51,117.74,true,false,5
8506,2024-03-28,South,Web,Outdoors,Camp Chair,Consumer,1,74.83,0.05,71.09,41.23,29.86,true,false,3
8507,2024-03-29,East,Store,Kitchen,Chef Pan,Small Business,23,45.16,0.10,934.85,514.17,420.68,true,false,1
8508,2024-03-30,West,Wholesale,Electronics,USB Hub,Enterprise,22,27.30,0.20,480.56,302.75,177.81,false,false,1
8509,2024-03-31,North,Web,Home,Desk Lamp,Consumer,14,32.53,0.00,455.42,236.82,218.60,true,false,6
8510,2024-04-01,South,Store,Home,Storage Bin,Small Business,19,17.43,0.05,314.56,147.85,166.72,true,false,4
8511,2024-04-02,East,Wholesale,Outdoors,Trail Bottle,Enterprise,14,23.68,0.10,298.31,131.26,167.06,true,true,9
8512,2024-04-03,West,Web,Outdoors,Camp Chair,Consumer,12,75.03,0.20,720.27,417.76,302.51,true,false,1
8513,2024-04-04,North,Store,Kitchen,Chef Pan,Small Business,3,44.19,0.00,132.58,72.92,59.66,true,false,1
8514,2024-04-05,South,Wholesale,Electronics,USB Hub,Enterprise,1,26.96,0.05,25.61,16.14,9.48,true,false,1
8515,2024-04-06,East,Web,Home,Desk Lamp,Consumer,3,30.60,0.10,82.62,42.96,39.66,true,false,2
8516,2024-04-07,West,Store,Home,Storage Bin,Small Business,3,17.02,0.20,40.84,19.19,21.64,true,false,4
8517,2024-04-08,North,Wholesale,Outdoors,Trail Bottle,Enterprise,24,24.30,0.00,583.13,256.58,326.55,true,false,5
8518,2024-04-09,South,Web,Outdoors,Camp Chair,Consumer,4,77.78,0.05,295.58,171.44,124.14,true,true,1
8519,2024-04-10,East,Store,Kitchen,Chef Pan,Small Business,11,48.16,0.10,476.81,262.25,214.56,true,false,2
8520,2024-04-11,West,Wholesale,Electronics,USB Hub,Enterprise,14,26.97,0.20,302.10,190.32,111.78,true,false,6
8521,2024-04-12,North,Web,Home,Desk Lamp,Consumer,18,32.78,0.00,590.01,306.81,283.21,true,false,1
8522,2024-04-13,South,Store,Home,Storage Bin,Small Business,18,18.87,0.05,322.67,151.65,171.01,true,false,2
8523,2024-04-14,East,Wholesale,Outdoors,Trail Bottle,Enterprise,2,23.65,0.10,42.58,18.73,23.84,true,false,4
8524,2024-04-15,West,Web,Outdoors,Camp Chair,Consumer,8,72.99,0.20,467.13,270.93,196.19,true,false,6
8525,2024-04-16,North,Store,Kitchen,Chef Pan,Small Business,1,45.02,0.00,45.02,24.76,20.26,true,false,3
8526,2024-04-17,South,Wholesale,Electronics,USB Hub,Enterprise,7,28.07,0.05,186.66,117.60,69.07,true,false,3
8527,2024-04-18,East,Web,Home,Desk Lamp,Consumer,28,30.72,0.10,774.05,402.50,371.54,true,false,2
8528,2024-04-19,West,Store,Home,Storage Bin,Small Business,1,17.69,0.20,14.15,6.65,7.50,true,false,5
8529,2024-04-20,North,Wholesale,Outdoors,Trail Bottle,Enterprise,19,24.94,0.00,473.92,208.53,265.40,true,false,3
8530,2024-04-21,South,Web,Outdoors,Camp Chair,Consumer,10,71.91,0.05,683.19,396.25,286.94,true,false,1
8531,2024-04-22,East,Store,Kitchen,Chef Pan,Small Business,1,47.76,0.10,42.99,23.64,19.34,true,false,3
8532,2024-04-23,West,Wholesale,Electronics,USB Hub,Enterprise,1,29.47,0.20,23.57,14.85,8.72,true,false,4
8533,2024-04-24,North,Web,Home,Desk Lamp,Consumer,7,31.57,,220.96,114.90,106.06,true,false,4
8534,2024-04-25,South,Store,Home,Storage Bin,Small Business,18,17.85,0.05,305.20,143.44,161.75,true,false,2
8535,2024-04-26,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.08,0.10,21.67,9.54,12.14,true,false,1
8536,2024-04-27,West,Web,Outdoors,Camp Chair,Consumer,6,73.47,0.20,352.67,204.55,148.12,true,false,6
8537,2024-04-28,North,Store,Kitchen,Chef Pan,Small Business,12,48.63,0.00,583.55,320.95,262.60,true,false,4
8538,2024-04-29,South,Wholesale,Electronics,USB Hub,Enterprise,5,26.65,0.05,126.59,79.75,46.84,true,false,4
8539,2024-04-30,East,Web,Home,Desk Lamp,Consumer,20,31.01,0.10,558.18,290.25,267.93,true,false,5
8540,2024-05-01,West,Store,Home,Storage Bin,Small Business,13,17.23,0.20,179.18,84.22,94.97,true,false,4
8541,2024-05-02,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,22.58,0.00,22.58,9.93,12.64,true,false,
8542,2024-05-03,South,Web,Outdoors,Camp Chair,Consumer,1,77.35,0.05,73.48,42.62,30.86,true,false,3
8543,2024-05-04,East,Store,Kitchen,Chef Pan,Small Business,6,46.23,0.10,249.65,137.31,112.34,true,false,5
8544,2024-05-05,West,Wholesale,Electronics,USB Hub,Enterprise,30,29.63,0.20,711.10,447.99,263.11,false,false,1
8545,2024-05-06,North,Web,Home,Desk Lamp,Consumer,1,33.74,0.00,33.74,17.54,16.19,true,false,3
8546,2024-05-07,South,Store,Home,Storage Bin,Small Business,3,18.75,0.05,53.43,25.11,28.32,true,false,1
8547,2024-05-08,East,Wholesale,Outdoors,Trail Bottle,Enterprise,14,24.60,0.10,310.02,136.41,173.61,false,false,1
8548,2024-05-09,West,Web,Outdoors,Camp Chair,Consumer,2,71.94,0.20,115.11,66.76,48.34,true,true,4
8549,2024-05-10,North,Store,Kitchen,Chef Pan,Small Business,31,47.47,0.00,1471.55,809.35,662.20,true,false,5
8550,2024-05-11,South,Wholesale,Electronics,USB Hub,Enterprise,1,26.34,0.05,25.03,15.77,9.26,true,false,3
8551,2024-05-12,East,Web,Home,Desk Lamp,Consumer,1,33.26,0.10,29.93,15.56,14.37,true,false,4
8552,2024-05-13,West,Store,Home,Storage Bin,Small Business,4,17.60,0.20,56.32,26.47,29.85,true,false,4
8553,2024-05-14,North,Wholesale,Outdoors,Trail Bottle,Enterprise,29,24.98,0.00,724.38,318.73,405.66,true,false,6
8554,2024-05-15,South,Web,Outdoors,Camp Chair,Consumer,2,74.68,0.05,141.89,82.30,59.59,true,false,4
8555,2024-05-16,East,Store,Kitchen,Chef Pan,Small Business,6,45.56,0.10,246.02,135.31,110.71,true,false,5
8556,2024-05-17,West,Wholesale,Electronics,USB Hub,Enterprise,1,27.65,0.20,22.12,13.94,8.18,true,false,6
8557,2024-05-18,North,Web,Home,Desk Lamp,Consumer,8,33.14,0.00,265.15,137.88,127.27,true,false,3
8558,2024-05-19,South,Store,Home,Storage Bin,Small Business,4,19.03,0.05,72.31,33.99,38.32,true,false,2
8559,2024-05-20,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.90,0.10,22.41,9.86,12.55,true,false,6
8560,2024-05-21,West,Web,Outdoors,Camp Chair,Consumer,1,70.72,0.20,56.58,32.82,23.76,true,false,2
8561,2024-05-22,North,Store,Kitchen,Chef Pan,Small Business,1,45.93,0.00,45.93,25.26,20.67,true,false,2
8562,2024-05-23,South,Wholesale,Electronics,USB Hub,Enterprise,22,27.78,0.05,580.58,365.77,214.82,true,false,1
8563,2024-05-24,East,Web,Home,Desk Lamp,Consumer,7,32.65,0.10,205.67,106.95,98.72,true,false,3
8564,2024-05-25,West,Store,Home,Storage Bin,Small Business,12,18.46,0.20,177.21,83.29,93.92,true,false,6
8565,2024-05-26,North,Wholesale,Outdoors,Trail Bottle,Enterprise,4,24.10,0.00,96.42,42.42,53.99,true,false,3
8566,2024-05-27,South,Web,Outdoors,Camp Chair,Consumer,1,73.84,0.05,70.15,40.69,29.46,true,false,5
8567,2024-05-28,East,Store,Kitchen,Chef Pan,Small Business,8,44.54,0.10,320.68,176.37,144.31,true,false,4
8568,2024-05-29,West,Wholesale,Electronics,USB Hub,Enterprise,2,29.34,0.20,46.94,29.57,17.37,true,false,1
8569,2024-05-30,North,Web,Home,Desk Lamp,Consumer,2,32.71,0.00,65.41,34.01,31.40,true,false,4
8570,2024-05-31,South,Store,Home,Storage Bin,Small Business,15,18.43,0.05,262.63,123.44,139.20,true,false,2
8571,2024-06-01,East,Wholesale,Outdoors,Trail Bottle,Enterprise,22,25.04,0.10,495.85,218.17,277.68,true,false,6
8572,2024-06-02,West,Web,Outdoors,Camp Chair,Consumer,32,69.97,0.20,1791.32,1038.97,752.36,true,false,4
8573,2024-06-03,North,Store,Kitchen,Chef Pan,Small Business,2,47.03,0.00,94.06,51.73,42.32,true,false,2
8574,2024-06-04,South,Wholesale,Electronics,USB Hub,Enterprise,29,28.44,0.05,783.51,493.61,289.90,false,false,2
8575,2024-06-05,East,Web,Home,Desk Lamp,Consumer,1,30.49,0.10,27.44,14.27,13.17,true,false,6
8576,2024-06-06,West,Store,Home,Storage Bin,Small Business,5,17.46,0.20,69.83,32.82,37.01,true,false,2
8577,2024-06-07,North,Wholesale,Outdoors,Trail Bottle,Enterprise,18,23.09,0.00,415.69,182.91,232.79,true,false,3
8578,2024-06-08,South,Web,Outdoors,Camp Chair,Consumer,31,70.80,0.05,2085.17,1209.40,875.77,true,false,2
8579,2024-06-09,East,Store,Kitchen,Chef Pan,Small Business,1,46.80,0.10,42.12,23.16,18.95,true,false,1
8580,2024-06-10,West,Wholesale,Electronics,USB Hub,Enterprise,23,26.38,0.20,485.38,305.79,179.59,true,false,1
8581,2024-06-11,North,Web,Home,Desk Lamp,Consumer,28,33.61,0.00,941.01,489.32,451.68,true,false,5
8582,2024-06-12,South,Store,Home,Storage Bin,Small Business,1,17.81,0.05,16.92,7.95,8.97,true,false,1
8583,2024-06-13,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,25.20,0.10,136.06,59.87,76.19,true,false,3
8584,2024-06-14,West,Web,Outdoors,Camp Chair,Consumer,5,69.63,0.20,278.51,161.53,116.97,true,false,2
8585,2024-06-15,North,Store,Kitchen,Chef Pan,Small Business,12,48.74,0.00,584.94,321.71,263.22,true,true,2
8586,2024-06-16,South,Wholesale,Electronics,USB Hub,Enterprise,1,29.16,0.05,27.70,17.45,10.25,true,false,5
8587,2024-06-17,East,Web,Home,Desk Lamp,Consumer,3,30.67,0.10,82.82,43.06,39.75,true,false,3
8588,2024-06-18,West,Store,Home,Storage Bin,Small Business,3,18.96,0.20,45.50,21.39,24.12,true,false,1
8589,2024-06-19,North,Wholesale,Outdoors,Trail Bottle,Enterprise,2,24.37,0.00,48.74,21.44,27.29,true,false,4
8590,2024-06-20,South,Web,Outdoors,Camp Chair,Consumer,24,74.87,0.05,1706.99,990.05,716.93,true,false,5
8591,2024-06-21,East,Store,Kitchen,Chef Pan,Small Business,1,47.40,0.10,42.66,23.46,19.20,true,false,6
8592,2024-06-22,West,Wholesale,Electronics,USB Hub,Enterprise,6,28.78,0.20,138.16,87.04,51.12,false,false,5
8593,2024-06-23,North,Web,Home,Desk Lamp,Consumer,12,30.91,0.00,370.91,192.87,178.04,true,false,5
8594,2024-06-24,South,Store,Home,Storage Bin,Small Business,1,18.75,0.05,17.82,8.37,9.44,true,false,5
8595,2024-06-25,East,Wholesale,Outdoors,Trail Bottle,Enterprise,5,25.26,0.10,113.66,50.01,63.65,false,false,4
8596,2024-06-26,West,Web,Outdoors,Camp Chair,Consumer,20,70.96,0.20,1135.32,658.49,476.84,true,false,6
8597,2024-06-27,North,Store,Kitchen,Chef Pan,Small Business,25,47.38,0.00,1184.51,651.48,533.03,true,false,1
8598,2024-06-28,South,Wholesale,Electronics,USB Hub,Enterprise,6,29.45,0.05,167.88,105.77,62.12,true,false,3
8599,2024-06-29,East,Web,Home,Desk Lamp,Consumer,6,30.16,0.10,162.88,84.70,78.18,true,true,4
8600,2024-06-30,West,Store,Home,Storage Bin,Small Business,6,17.95,0.20,86.17,40.50,45.67,true,false,6
8601,2024-07-01,North,Wholesale,Outdoors,Trail Bottle,Enterprise,18,24.90,0.00,448.11,197.17,250.94,true,false,2
8602,2024-07-02,South,Web,Outdoors,Camp Chair,Consumer,14,77.23,0.05,1027.18,595.76,431.42,true,false,
8603,2024-07-03,East,Store,Kitchen,Chef Pan,Small Business,5,48.30,0.10,217.36,119.55,97.81,true,false,1
8604,2024-07-04,West,Wholesale,Electronics,USB Hub,Enterprise,21,29.32,0.20,492.59,310.33,182.26,true,false,1
8605,2024-07-05,North,Web,Home,Desk Lamp,Consumer,18,33.04,0.00,594.73,309.26,285.47,true,false,6
8606,2024-07-06,South,Store,Home,Storage Bin,Small Business,15,17.43,0.05,248.34,116.72,131.62,true,false,5
8607,2024-07-07,East,Wholesale,Outdoors,Trail Bottle,Enterprise,3,23.88,0.10,64.48,28.37,36.11,true,false,2
8608,2024-07-08,West,Web,Outdoors,Camp Chair,Consumer,4,76.02,0.20,243.28,141.10,102.18,true,false,6
8609,2024-07-09,North,Store,Kitchen,Chef Pan,Small Business,1,43.76,0.00,43.76,24.07,19.69,true,false,6
8610,2024-07-10,South,Wholesale,Electronics,USB Hub,Enterprise,33,27.24,0.05,854.10,538.08,316.02,true,false,6
8611,2024-07-11,East,Web,Home,Desk Lamp,Consumer,6,30.76,0.10,166.09,86.37,79.72,true,false,3
8612,2024-07-12,West,Store,Home,Storage Bin,Small Business,1,18.65,,18.65,8.77,9.89,true,false,4
8613,2024-07-13,North,Wholesale,Outdoors,Trail Bottle,Enterprise,8,22.64,0.00,181.12,79.69,101.43,true,false,6
8614,2024-07-14,South,Web,Outdoors,Camp Chair,Consumer,31,70.71,0.05,2082.37,1207.77,874.59,false,false,1
8615,2024-07-15,East,Store,Kitchen,Chef Pan,Small Business,9,46.94,0.10,380.22,209.12,171.10,true,false,6
8616,2024-07-16,West,Wholesale,Electronics,USB Hub,Enterprise,9,27.35,0.20,196.91,124.05,72.85,true,false,2
8617,2024-07-17,North,Web,Home,Desk Lamp,Consumer,5,32.53,0.00,162.67,84.59,78.08,true,false,4
8618,2024-07-18,South,Store,Home,Storage Bin,Small Business,26,18.39,0.05,454.26,213.50,240.76,true,false,1
8619,2024-07-19,East,Wholesale,Outdoors,Trail Bottle,Enterprise,3,23.77,0.10,64.18,28.24,35.94,true,false,5
8620,2024-07-20,West,Web,Outdoors,Camp Chair,Consumer,4,74.82,0.20,239.41,138.86,100.55,true,false,4
8621,2024-07-21,North,Store,Kitchen,Chef Pan,Small Business,1,45.20,0.00,45.20,24.86,20.34,true,false,4
8622,2024-07-22,South,Wholesale,Electronics,USB Hub,Enterprise,6,29.00,0.05,165.28,104.12,61.15,true,true,1
8623,2024-07-23,East,Web,Home,Desk Lamp,Consumer,1,31.04,0.10,27.94,14.53,13.41,true,false,3
8624,2024-07-24,West,Store,Home,Storage Bin,Small Business,8,17.28,0.20,110.59,51.98,58.61,true,false,2
8625,2024-07-25,North,Wholesale,Outdoors,Trail Bottle,Enterprise,10,22.95,0.00,229.47,100.97,128.50,true,false,2
8626,2024-07-26,South,Web,Outdoors,Camp Chair,Consumer,28,71.78,0.05,1909.39,1107.44,801.94,true,false,1
8627,2024-07-27,East,Store,Kitchen,Chef Pan,Small Business,19,47.53,0.10,812.81,447.05,365.77,true,true,1
8628,2024-07-28,West,Wholesale,Electronics,USB Hub,Enterprise,3,29.06,0.20,69.74,43.94,25.80,false,false,2
8629,2024-07-29,North,Web,Home,Desk Lamp,Consumer,5,31.24,0.00,156.19,81.22,74.97,true,false,3
8630,2024-07-30,South,Store,Home,Storage Bin,Small Business,5,18.05,0.05,85.72,40.29,45.43,true,false,5
8631,2024-07-31,East,Wholesale,Outdoors,Trail Bottle,Enterprise,31,24.48,0.10,683.04,300.54,382.50,true,false,5
8632,2024-08-01,West,Web,Outdoors,Camp Chair,Consumer,4,71.31,0.20,228.19,132.35,95.84,true,false,3
8633,2024-08-02,North,Store,Kitchen,Chef Pan,Small Business,10,45.86,0.00,458.62,252.24,206.38,true,false,1
8634,2024-08-03,South,Wholesale,Electronics,USB Hub,Enterprise,13,26.63,0.05,328.86,207.18,121.68,true,false,3
8635,2024-08-04,East,Web,Home,Desk Lamp,Consumer,1,33.80,0.10,30.42,15.82,14.60,true,false,4
8636,2024-08-05,West,Store,Home,Storage Bin,Small Business,24,18.41,0.20,353.54,166.16,187.38,true,false,2
8637,2024-08-06,North,Wholesale,Outdoors,Trail Bottle,Enterprise,30,24.40,0.00,731.94,322.06,409.89,true,false,2
8638,2024-08-07,South,Web,Outdoors,Camp Chair,Consumer,31,70.17,0.05,2066.45,1198.54,867.91,true,false,6
8639,2024-08-08,East,Store,Kitchen,Chef Pan,Small Business,4,48.45,0.10,174.41,95.93,78.48,true,false,4
8640,2024-08-09,West,Wholesale,Electronics,USB Hub,Enterprise,6,26.50,0.20,127.22,80.15,47.07,true,false,2
8641,2024-08-10,North,Web,Home,Desk Lamp,Consumer,1,33.03,0.00,33.03,17.17,15.85,true,false,2
8642,2024-08-11,South,Store,Home,Storage Bin,Small Business,1,17.65,0.05,16.77,7.88,8.89,true,false,4
8643,2024-08-12,East,Wholesale,Outdoors,Trail Bottle,Enterprise,8,25.04,0.10,180.30,79.33,100.97,true,false,3
8644,2024-08-13,West,Web,Outdoors,Camp Chair,Consumer,5,76.46,0.20,305.85,177.39,128.46,true,false,5
8645,2024-08-14,North,Store,Kitchen,Chef Pan,Small Business,32,48.39,0.00,1548.35,851.59,696.76,true,false,5
8646,2024-08-15,South,Wholesale,Electronics,USB Hub,Enterprise,1,27.99,0.05,26.59,16.75,9.84,true,false,6
8647,2024-08-16,East,Web,Home,Desk Lamp,Consumer,31,32.11,0.10,895.98,465.91,430.07,true,false,3
8648,2024-08-17,West,Store,Home,Storage Bin,Small Business,29,17.06,0.20,395.82,186.04,209.79,true,false,1
8649,2024-08-18,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.37,0.00,23.37,10.28,13.09,true,false,1
8650,2024-08-19,South,Web,Outdoors,Camp Chair,Consumer,25,76.65,0.05,1820.45,1055.86,764.59,false,false,5
8651,2024-08-20,East,Store,Kitchen,Chef Pan,Small Business,23,46.14,0.10,955.14,525.33,429.81,true,false,5
8652,2024-08-21,West,Wholesale,Electronics,USB Hub,Enterprise,10,27.66,0.20,221.24,139.38,81.86,true,false,4
8653,2024-08-22,North,Web,Home,Desk Lamp,Consumer,11,31.32,0.00,344.48,179.13,165.35,true,false,4
8654,2024-08-23,South,Store,Home,Storage Bin,Small Business,30,18.19,0.05,518.30,243.60,274.70,false,false,4
